"id","nombre_obra","tipo_de_obra","descripcion_obra","ente_contratante","localidad","partido","habitantes_afectados","fecha_contratacion","ente_financia","monto_presupuestado","porcentaje_obra"
"10.16","CÁMARA REGULADORA CALLE URUNDAY. OBRA CIVIL Y ELECTROMECÁNICA","Agua","Se trata de la instalación de un sistema de regulación, el cual incluye válvula reguladora, equipamiento complementario y ejecución de cámara, en el conducto DN 400 que abastece de agua potable al partido de Lomas de Zamora. La cámara deberá ubicarse en la calle Urunday, entre Arana Goiri y Bustos, del mismo partido. Se prevé la instalación de 1 cámara para la válvula reguladora DN300 y 1 cámara de acceso para cañería de alivio por sobrepresión DN315, para lo cual se necesatará de la ejecución de 3 empalmes y la instalación de 27 m de cañería de Fundición Dúctil K7 (10 m de DN100, 10 m de DN300 y 7 m de DN400), con sus respectivos accesorios, entre otros.","","LOMAS DE ZAMORA","LOMAS DE ZAMORA",58800,"2016-09-22","AYSA - Fuente 1.1.",2493649.15,100
"10.17","CÁMARA REGULADORA CALLE GARCÍA DE LOYOLA. OBRA CIVIL Y ELECTROMECÁNICA","Agua","Las obras a ejecutar consisten en la Ingeniería detallada, la provisión, el transporte de equipos electromecánicos, eléctricos, obra civil, montaje y puesta en funcionamiento de una Cámara Reguladora.
La misma estará provista de todos los equipos y sistemas mecánicos principales, y sus auxiliares que son necesarios para la regulación correspondiente.
La Obra civil consistirá en la Ingeniería detallada, excavaciones y rellenos, construcción de la cámara, obras complementarias y la provisión, acarreo y colocación de las cañerías necesarias.
La Cámara Reguladora tendrá las siguientes funciones:
 Proteger la red aguas abajo contra cualquier exceso de presión normal o accidental.
 Aislar la red aguas arriba en caso de rotura importante de la red aguas abajo.
 Aislar la red aguas arriba en caso de corte de electricidad en la respectiva estación de Bombeo de Agua.
 Medir las presiones.","AySA","VILLA ALBERTINA","Lomas de Zamora",0,"2016-09-22","AYSA - Fuente 1.1.",2245213.71,100
"10.18","RED SECUNDARIA CLOACAL FIORITO 2.","Cloaca","La obra tiene por objeto la evacuación de los efluentes cloacales provenientes de la zona denominada Red Secundaria Cloacal Fiorito 2, de un área aproximada de 1.47 km2, ubicada en el Partido de Lomas de Zamora; para beneficiar a una población aproximada de 21.370 habitantes.
Los efluentes descargarán a BR perteneciente al Colector Cloacal Futuro Fiorito Etapa 1  Colector Ramal Cementerio ubicada en la calle Mario Bravo esq. Necol.
Las obras contemplan la instalación de 33.261 m de cañería de PVC (1.217 m DN 315 mm, 1.905 m DN225 mm y 30.139 m DN 200 mm), así como la ejecución 313 bocas de registro, 79 bocas de acceso y ventilación, 1 cruce de ruta, 2 cruces ferroviarios y de 3.173 conexiones domiciliarias (2.274 cortas y 899 largas).","","VILLA FIORITO","LOMAS DE ZAMORA",19477,"2017-06-05","AYSA - Fuente 1.1.",199162930.23,100
"10.19","PRIMARIAS A PLANTA FIORITO 2° ETAPA - FASE A (1760313)","Cloaca","El ojetivo de las obras es la construcción de la red primaria denominada Primarias a Planta Fiorito 2° Etapa  Fase A, cuya traza se desarrolla en Lomas de Zamora. Se realizará la instalción de 2600m de cañería en túnel de DN1000, construida por el sistema pipe jacking con cañerías de hormigón con sus respectivas bocas de registro; la construcción de 18 bocas de registro y el cruce de pluvial.","","VILLA ALBERTINA","LOMAS DE ZAMORA",95600,"2018-03-14","AYSA - Fuente 1.1.",197404625.66,39
"10.20","RED SECUNDARIA CLOACAL LA SALADA NORTE (1760401)","Cloaca","El proyecto tiene por objeto contratar la construcción de la red secundaria cloacal para la evacuación de los efluentes cloacales provenientes de la zona denominada La Salada Norte.
Los efluentes cloacales del área de la red secundaria del proyecto descargarán a las BR del Colector La Salada futuro y en la Red Secundaria Budge proyectada. La población para el año 2010 era de 8.185 habitantes, proyectándose este valor para el 2036 a 9.014 habitantes, de acuerdo al Censo 2010. Se incluyen los trabajos de instalación de cañería de PVC: 12.623 m. de DN 200 mm SN 8 y 407 m. de DN 225 mm SN32; ejecución de 142 bocas de registro y 38 de acceso y ventilación; ejecución de conexiones domiciliarias: 976 cortas y 415 largas; ejecución de 5 cruces de ruta, arroyos o interferencias existentes; ejecución de 15 empalmes a obras existentes.","","VILLA ALBERTINA","LOMAS DE ZAMORA",9014,"2017-12-07","AYSA - Fuente 1.1.",61508904.05,86
"10.21","RIO SUBTERRANEO SUR TRAMO 2","Agua","El objetivo de las obras del Río Subterráneo es el transporte de agua potable proveniente del nuevo modulo de la Planta General Belgrano, que permitirá aumentar la capacidad actual en 1.000.000 m³/día. Estas obras beneficiarán a una población aproximada de 2.500.000 habitantes. El Río Subterráneo tiene una longitud total aproximada de 23 Km. y se divide en dos tramos, vinculados por dos Estaciones Elevadoras que permitirán la distribución de dicha producción facilitando la expansión y mejora de los servicios de abastecimiento de agua potable, en los Partidos de Lomas de Zamora, Almirante Brown, Esteban Echeverria y Ezeiza. Como así también permitirá sumar agua superficial a la producción de agua subterránea, y contar con un volumen extra de agua potable, destinado a incrementar y mejorar el servicio en el Partido de La Matanza. La segunda parte del sistema se compone de la siguiente manera: Río Subterráneo Tramo 2: transportará agua potable desde la cámara de enlace con el Tramo 1 en Lomas de Zamora, hasta la Estación Elevadora EE2 en Esteban Echeverría. Se trata de un conducto en túnel construido con tunelera de escudo con dovelas de 9.737 metros de longitud y 3.900 mm de diámetro interno. Se prevé construirlo en un tramo reutilizando una de las tuneleras del Tramo I partiendo desde el Pozo de Arranque del Tramo II. La llegada se prevé en la Cámara de Acceso 1 del Tramo I. Estación Elevadora EE2: ubicada en la localidad de Monte Grande, Partido de Esteban Echeverría, sobre Av. Buenos Aires entre calles Alfonso Amat y Tte. Manuel Origone. Impulsará sus caudales, a los centros de demanda, mediante dos líneas de impulsión, encargadas de abastecer de agua potable los distintos centros de consumo, denominadas ""Ramal Esteban Echeverría-Lomas de Zamora"" y ""Ramal Unión-La Lata"". Teniendo la estación de bombeo una capacidad de impulsión máxima de 17.000m³/h.
La obra electromecánica incluye el montaje de seis (6) equipos completos de bombeo de velocidad variable y seis (6) variadores de velocidad, cuya instalación también se prevé en la presente obra. Se proyectan 2 equipos en uso y 1 en reserva por cada impulsión.","","VARIOS","LOMAS DE ZAMORA",1444850,"0000-00-00"," AYSA - Fuente 1.1. ",3218975415.32,0
"10.22","ESTACION ELEVADORA DE AGUA TRAMO 1 O. CIVIL","Agua","ESTACION ELEVADORA DE AGUA TRAMO 1 O. CIVIL","","Temperley","Lomas de Zamora",0,"2017-09-26","CAF - Fuente 1.1.",98123222.84,27
"10.23","ESTACION ELEVADORA DE AGUA TRAMO 1 O. ELECTROMECANICA","Agua","ESTACION ELEVADORA DE AGUA TRAMO 1 O. ELECTROMECANICA","","Temperley","Lomas de Zamora",0,"2017-09-26","CAF - Fuente 1.1.",428357706.52,27
"10.24","PLAN AYSA LOMAS DE ZAMORA La Lonja y 2 de Mayo A+T M1","Agua","Red Secundaria de Agua","AySA","Lomas de Zamora","Lomas de Zamora",860,"0000-00-00"," AYSA - Fuente 1.1. ",3819388.86,100
"10.25","RIO SUBTERRANEO SUR TRAMO 1","Agua","RIO SUBTERRANEO SUR TRAMO 1","AySA","Quilmes / Temperley","Quilmes - Lomas de Zamora",0,"2017-09-26","CAF - Fuente 1.1.",2954513901.34,34
"10.26","PLAN AYSA A+T LOMAS DE ZAMORA 17 DE NOVIEMBRE M1","AGUA","Red Secundaria de Agua","","Lomas de Zamora","Lomas de Zamora",2400,"2019-02-14","AYSA - Fuente 1.1.",11788710.79,100
"10.27","PLAN AYSA A+T LOMAS DE ZAMORA- 8 DE DICIEMBRE EVA PERON SAN DIEGO-EL PAREDON","Agua","Red Secundaria de Agua","","Lomas de Zamora","Lomas de Zamora",3000,"2019-02-14","AYSA - Fuente 1.1.",9482873.23,100
"10.28","RED SECUNDARIA CLOACAL LA SALADA SUR (1860405)","Cloaca","La obra tiene por objeto la construcción de la red secundaria cloacal para la evacuación de los efluentes cloacales provenientes de la zona  denominada La Salada Sur. La obra contempla la instalación de 45.383 m de cañería de DN 200mm PVC, 1.778 m de DN 225mm, y 627 m de DN 315mm; la ejecución de 4.424 conexiones domiciliarias, 3.171 cortas y 1.253 largas; la construcción de 389 bocas de registro, 130 bocas de acceso y ventilación, 469 m de cañería colectora DN 400 mm PVC y construcción de 5 bocas de registro.","","VILLA ALBERTINA","LOMAS DE ZAMORA",20264,"2020-05-14","AySA - Fuente 1.1.",235809381.06,69
"10.29","TERMINACIÓN DE RED SECUNDARIA CLOACAL FIORITO 1","Cloaca","El objetivo es la Terminación de la Red secundaria cloacal Fiorito 1 a través de la instalación de 1957 metros de cañería de DN 200mm de PVC clase 6, 872 metros de colectora DN225 clase 10.y otros trabajos complementarios.","","VILLA FIORITO","LOMAS DE ZAMORA",0,"2020-09-02","AYSA - Fuente 1.1.",121679717.32,32
"10.30","INTERV. ESP. Y P. EN SERVICIO ETAPA 9 (LZ) (SA70248) (FP)","AGUA","Red Secundaria de Agua","","Lomas de Zamora","Lomas de Zamora",0,"2020-07-07","AYSA - Fuente 1.1.",16216474.34,100
"10.31","OBRAS COMPLEMENTARIAS ASOCIADAS A LA PERFORACIÓN EN HIPOPUELCHE EN CENTRO DE MEZCLA LLAVALLOL -OBRA CIVIL-","AGUA","Tiene por objeto contratar la realización de la perforación y las obras complementarias asociadas a la perforación en hipopuelche en Centro de Mezcla Llavallol, que permitirán el funcionamiento y control de la bomba de la perforación, que aportará 200 m3/h de agua a la cisterna existente.","","Llavallol","Lomas de Zamora",0,"2020-08-20","AYSA - Fuente 1.1.",13128185.65,45
"10.32","OBRAS COMPLEMENTARIAS ASOCIADAS A LA PERFORACIÓN EN HIPOPUELCHE EN CENTRO DE MEZCLA LLAVALLOL - OBRA ELECTROMECÁNICA -","AGUA","Tiene por objeto contratar la realización de la perforación y las obras complementarias asociadas a la perforación en hipopuelche en Centro de Mezcla Llavallol, que permitirán el funcionamiento y control de la bomba de la perforación, que aportará 200 m3/h de agua a la cisterna existente.","","Llavallol","Lomas de Zamora",0,"2020-08-20","AYSA - Fuente 1.1.",10830767.64,4
"10.33","RED PRIMARIA CLOACAL - ALIVIADOR SARMIENTO","CLOACA","El objetivo de la presente obra es aliviar varias subcuencas afectadas por un aumento considerable de población que generan emprendimientos comerciales y habitacionales principalmente en el Partido deLomas de Zamora.","","VARIOS","Lomas de Zamora",0,"2021-01-13","AYSA - Fuente 1.1.",142868271.92,7
"10.34","RED SECUNDARIA CLOACAL TURDERA 1","CLOACA","El objetivo es la construcción de la red secundaria para la evacuación de los efluentes cloacales provenientes de la zona denominada ""Turdera 1"", en el Partido de Lomas de Zamora.","","Llavallol","Lomas de Zamora",3776,"2020-12-15","AYSA - Fuente 1.1.",203145335.93,76
"10.35","RED SECUNDARIA CLOACAL FIORITO 3","CLOACA","El objetivo de las obras es la ejecución de la red secundaria para la evacuación de los efluentes cloacales provenientes del barrio Fiorito 3, establecido en el partido de Lomas de Zamora. La red descargará sus caudales al Colector Fiorito, el cual guiará finalmente los líquidos cloacales a la Planta de Tratamiento Fiorito.
Las obras de la red secundaria contemplan la instalación de 23.678 metros de cañería de PVC de DN 200 mm, 975 metros de cañería de PVC de DN 225 mm y 627 metros de cañería de PVC de DN 315 mm, con sus respectivos accesorios, la ejecución de 1.799 conexiones domiciliarias, de las cuales 1.391 corresponden a conexiones cortas y 408 a conexiones largas; la construcción de 239 bocas de registro y 58 bocas de acceso y ventilación y la ejecución de 4 cruces, 3 bajo conducto pluvial y 1 bajo ruta provincial.
Las obras de la red primaria contemplan la instalación de 191 metros de cañería de PVC de DN 400 mm, 485 metros de cañería de PRFV de DN 500 mm y 3 metros de cañería de PRFV de DN 600 mm, con sus respectivos accesorios, la construcción de 8 bocas de registro y la ejecución de 1 cruce bajo arroyo y 1 empalme a colector existente.","","VILLA ALBERTINA","Lomas de Zamora",11704,"2021-03-04","AYSA - Fuente 1.1.",425110001.04,5
"10.36","RED SECUNDARIA CLOACAL LLAVALLOL 2 - ETAPA 1 (2160406)","CLOACA","El objetivo de las obras es la ejecución de la red secundaria para la evacuación de los efluentes cloacales provenientes de la zona denominada Llavallol 2  Etapa 1, en el Partido de Lomas de Zamora. La red secundaria descargará en la Estación de Bombeo Cloacal Llavallol.
Se contempla la instalación de 6.472 metros de cañería de DN 200 mm de PVC y 234 metros de cañería de DN 225 mm de PVC, con sus respectivos accesorios, la ejecución de 597 conexiones domiciliarias, de las cuales 442 son cortas y 155 largas, la construcción de 63 bocas de registro y 24 bocas de acceso y ventilación, la ejecución de 1 empalme a boca de registro existente frente a la Estación de Bombeo Cloacal Llavallol y la materialización de 1 cruce pluvial e impulsión de agua y cloaca.","","LLAVALLOL","Lomas de Zamora",1819,"2021-05-18","AYSA - Fuente 1.1.",147686278.65,0
"10.37","RENOVACIÓN  ETAPA III  CENTRO DE LOMAS DE ZAMORA","AGUA","Renovación de 12.100 metros de Redes Asbesto cemento, hierro fundido, acero y la regulación técnica en gral. de la RSA en el centro de Lomas de Zamora (en las mallas 115 y 116).","","Lomas de Zamora","Lomas de Zamora",4397,"2021-07-23","BID - Fuente 1.1.",200148486.46,0
"11.1","Renovación de redes y conexiones AGUA. Sust. Red Agua A° C° por PVC  Casco centro (50 kms) B° Centro - Primera Etapa","Agua","Recambio de cañerías secundarias, conexiones domiciliarias, válvulas, accesorioas y piezas espciales, ejecución de empalmes.","DiPAC","Marcos Paz","Marcos Paz",3120,"2016-10-28","PROVINCIA",42244524.6,100
"11.1.1","Renovación de redes y conexiones CLOACA","Cloaca","Recambio de cañerías secundarias, conexiones domiciliarias, bocas de registro, bocas de acceso y ventilación, ejecución de empalmes.","DiPAC","Marcos Paz","Marcos Paz",540,"2016-10-28","PROVINCIA",6493705,100
"11.2","Etapa I  Rehabilitación, optimización y ampliación de Planta Depuradora de Líquidos Cloacales - Ntra SEÑORA DE LA PAZ - MARCOS PAZ","Cloaca","Es del tipo de construcción en módulos, el proyecto global abarca un total de dos módulos; cada uno compuesto por una camara de aireación y su correspondiente sedimentador.La Etapa I corresponde con las estructuras comunes a ambos módulos, como ser: Estación elevadora principal, tren de entrada, cámara de contacto de cloro,cámara de aire.El tratamiento biologico requerira la construcción de 2 cámaras de aireación y 3 sopladores de aire; un tratamiento secundario avanzado mediante filtro de pulido y desinfección. Digestión Biologica aerobica, que requerirá la instalación de 4 bombas para el sistema de recirculación de barros.","ENOHSA","Nuestra sra de la  Paz","Marcos Paz",10000,"2014-01-16","Tesoro Nacional",35213606.13,100
"11.3","Etapa III  Rehabilitación, optimización y ampliación de la Planta de Líquidos Cloacales  GANDARA","Cloaca","El proyecto licitatorio consiste en una planta de tratamiento para un horizonte de 20 años, el conjunto del proyecto involucra la reahabilitación de la Estación Elevadora Ppal, mediante la instalación de cuatro nuevas bombas; el reemplazo de los difusores de aire de las dos cámaras de Aireación; y el mantenimiento del sistema integral de lodos, Un sistema de pretratamiento conformado por una cámara de carga,Canaleta parshall, medición de caudal, dos desarenadores y desengrasado.La instalación de 6 nuevos Sopladores de aire para el Tratamiento Biologico; el tratamiento secundario avanzado formado por 2 filtros de discos y un nuevo sistema de bombeo de lodos compuestos por 4 nuevas bombas y deshidratación de barros. Además del sistema de recepción de camiones Atmosfericos.","ENOHSA","Gandara","Marcos Paz",43000,"2013-07-26","Tesoro Nacional",62437987.94,100
"11.4","Red de Desagues Cloacales Bº Gándara - Modulo 1","Cloaca","4.735 mts cañeria, 412 conexiones domiciliarias. Mano de obra, materiales, insumos y equipos para ejecutar la obra en el Barrio Gándara de Marcos Paz","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",1900,"2013-04-02","Provincia",14005409.05,80
"11.5","Red de Desagues Cloacales Bº Gándara - Modulo 2","Cloaca","3.630 mts de cañería de 160 mm, 545 conexiones domiciliarias, 40 bocas de registro","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",2530,"2013-06-10","Provincia",14005409.05,50
"11.6"," AMPLIACION RED DE AGUA CORRIENTE Bº MARTIN FIERRO","Agua","5.210 metros de cañería, 240 conexiones domiciliarias","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",960,"2014-12-11","ENOHSA",885558.66,100
"11.7"," RED CLOACAL BARRIO EL ZORZAL","Cloaca","Ampliación red cloaca","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",2050,"2015-02-19","ENOHSA",5560503.55,74
"11.8","Red Secundaria  ""Los Aromos - Santa Catalina"" - B° ""Sarmiento"" -""Los Aromos - Santa Catalina"" - B° ""Rayo de Sol"" 
""Los Aromos - Santa Catalina"" - B° ""La Loma"" -""Los Aromos - Santa Catalina"" - B° ""Santa Catalina I""-""Los Aromos - Santa Catalina"" - B° ""Santa Catalina lI"" -""Los Aromos - Santa Catalina"" - B° ""Santa Catalina llI"" - ""Los Aromos - Santa Catalina"" - B° ""Santa Catalina IV"" ","Cloaca","Construccion de red Cloacal en en varios barrios de la localidad de Marcos Paz, junto a una impulsion  y1 estacion de bombeo","DiPAC","MARCOS PAZ","Marcos Paz",12500,"2018-06-06","PROVINCIA",98727045,100
"11.9","Optimización y Ampliación de la Red de Agua Potable  Ampliación de la Red de Desagües Cloacales en Barrio San Martín y Reacondicionamiento de Estación de Bombeo Cloacal","Agua y Cloaca","Construcción de cisterna con capacidad de 2000m3, 5 pozos de captacion de agua, cañeria de impulsion de 4300m en cañeria PEAD CL 8 de 500mm, vinculacion de la cañeria de impullsion entre cisterna a construir y tanque elevado existente, ampliacion de red de agua y cloacas en B° San Martin, Remodelacion de estacion elevadora de liquidos cloacales ubicada en calle Balcarce y Alsina.","Ministerio de Ambiente y Desarrollo Sustentable de la Nación-UCGP","MARCOS PAZ","Marcos Paz",45000,"2017-05-06","BANCO MUNDIAL",0,100
"11.10","Impulsion y Estación de Bombeo red Cloacal Barrio El Zorzal","Cloaca","Estación de Bombeo y cañería de impulsión hasta conectar con el B° Santa Catalina desde la EBC del Barrio El Zorzal de Marcos Paz.","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",2050,"2015-02-19","ENOHSA",14610478.01,100
"11.11","Cloacas B° San Eduardo","Cloaca","Ampliación red cloaca","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",5800,"0000-00-00","ENOHSA",473153509.61,0
"11.12","Cloacas  B° Santa Maria.","Cloaca","Ampliación red cloaca - SIPPE 156.033 - CONVE-2022-69819232-APN-MOP","Municipalidad de Marcos Paz","Marcos Paz","Marcos Paz",3500,"0000-00-00","ENOHSA",539893638.57,0
"11.13","Colector 3 de Febrero- Constitución - Etapa I","Cloaca","Construcción de Estación Elevadora EE3 y tubería de Impulsión a colector Barrio Gándara. -Construcción Colector: Construcción Colector diám. 315 mm y 250 mm. Principal diám. 315 mm. Construcción de Estación Elevadora EE2 - Construcción Colector Principal diám. 450 mm, 400 mm y 315 mm- Construcción de Estación Elevadora EE1 - El Colector Principal se ejecutará con tuberías de PVC/PRFV de diámetro variable entre 250 y 500 mm de diámetro nominal. Para tapadas menores a 3 metros las tuberías serán clase 4, mientras que para tapadas mayores deberán ser clase 6","Municipalidad de Marcos Paz","Marcos Paz","Marcos Paz",5000,"2022-02-17","ENOHSA",387528936,66
"11.14","Red Secundaria B° ""Gándara I - II - El Pinar"" - Etapa 2","Cloaca","","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",0,"0000-00-00","PROVINCIA",24452917.79,84
"11.15"," Colector - Red Secundaria ""Zorzal""","Cloaca","Ampliación red cloaca","ENOHSA","Marcos Paz","Marcos Paz",2050,"2021-03-31","ENOHSA",5560503.55,74
"11.16","Recambio Red Zona Centro","Agua","Mano de obra, materiales, insumos y equipos para ejecutar la obra de sustitución de ASB-PVC en red de agua en el distrito de Marcos Paz","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",0,"2022-01-03","PROVINCIA",61997869.27,56
"11.17","Agua Segura Barrios Urioste y Ledesma","Agua","Red de Agua, Pozo, Cisterna, tanque elevado e impulsión","Municipalidad de Marcos Paz ","Marcos Paz","Marcos Paz",1200,"0000-00-00","ACUMAR",146581542.87,0
"11.18","Recambio Red DN 90mm","Agua","Recambio red agua","ABSA","Marcos Paz","Marcos Paz",1000,"0000-00-00","ENOHSA",0,0
"11.19","Infraestructura Básica Desagües Cloacales - Barrio ""La Trocha""","Cloaca","Ampliación red cloaca","Municipalidad de Marcos Paz","Marcos Paz","Marcos Paz",5000,"0000-00-00","ENOHSa",387528936,66
"12.1","Construcción de Red de Agua Potable para frentista del Barrio Villa Angélica","","Construcción de 7308 metros de cañerías","Municipalidad de Merlo ","Pontevedra","Merlo",2000,"0000-00-00","ACUMAR",0,0
"12.2","Construcción de Red de Agua Potable para frentista del Barrio El Juancito","","Construcción de 5847 metros de cañerías","Municipalidad de Merlo ","Pontevedra","Merlo",2000,"0000-00-00","ACUMAR",0,0
"12.3","Ejecución Sistema de Potabilización de Agua de Consumo para los Barrios El Juancito y Villa Angélica","","Ejecución de un sistema de Potabilización Modular por ósmosis inversa con el equipo de recolección, almacenamiento, bombeo y distribución del agua tratada. ","Municipalidad de Merlo ","Pontevedra","Merlo",2000,"0000-00-00","ACUMAR",0,0
"13.1","ESTACIÓN DE BOMBEO CLOACAL MERLO - OBRA CIVIL","Cloaca","Obra civil y arquitectura: 
Incluye todos los trabajos previstos en la construcción de la estructura de hormigón armado de la Estación de Bombeo, obras civiles y arquitectónicas de los pavimentos, veredas, instalaciones sanitarias, y la ingeniería de detalle y planos de ejecución del proyecto civil.","AySA","MORÓN","Morón",0,"2015-04-30","AYSA - Fuente 1.1.",2774106.84,100
"13.2","ESTACIÓN DE BOMBEO CLOACAL MERLO - OBRA ELECTRO","Cloaca","Obra Electromecánica: 
La ingeniería de detalle y planos de ejecución de la obra mecánica y eléctrica en su totalidad. El proyecto de automatismo, la realización e instalación del software de automatismo, la provisión, instalación y software de los equipos de Telecontrol y la asistencia a los ensayos pre-operacional y la puesta en marcha del sistema.
La provisión, montaje y transporte de las electrobombas.
La provisión e instalación de los equipos electromecánicos (tuberías, válvulas, tableros eléctricos de potencia  control y automatismo, los equipos de control y registros)
La provisión e instalación de los equipos de automatismo.
Los ensayos pre-operacionales y en carga del automatismo y equipos de telecontrol.
Capacitación del personal de AySA a cargo de la explotación de la Estación de Bombeo.
Obra eléctrica:
Incluye todos los trabajos previstos para la alimentación de energía eléctrica de toda la obra.
Obra civil y arquitectura: 
Incluye todos los trabajos previstos en la construcción de la estructura de hormigón armado de la Estación de Bombeo, obras civiles y arquitectónicas de los pavimentos, veredas, instalaciones sanitarias, y la ingeniería de detalle y planos de ejecución del proyecto civil.","AySA","MORÓN","Morón",0,"2015-04-30","AYSA - Fuente 1.1.",6213736.52,100
"13.3","RED SECUNDARIA Y DE DISTRIBUCIÓN DE AGUA MERLO GÓMEZ","Agua","La  Red  Secundaria y de  distribución Merlo Gómez que  se  concursa en  el  presente pliego, se  abastecerá de agua del  proyecto OA70042 Red Primaria Merlo Gómez. Así mismo se  vinculara a  la  red existente en  los  tapones disponibles o  atravéz  de la  ejecución de empalmes con  rotura de cañería en  los casos que  se lo indique. También se contempla en  el  presente  proyecto, una  interconexión en  la  red  existente, con  el  fin  de dar un  mejor servicio en  los  puntos  mas  alejados en  condición  de servicio de no  funcionamiento de los  pozos que  hoy  abastecen el  radio  servido. Las  obras  que  se  describen en  el  plano RAMO-0088 cuya  realización  se  concursa consisten en: Instalación  de cañería  de  distribución  y  abastecimiento de  agua: - Instalación  por  vereda de cañarías  distribuidoras de DN 225 mm de policloruro de vinilo (PVC) (longitud  aproximada total de 533 m), con  sus correspondientes accesorios: curvas, ramales, reducciones, adaptadores, tapones, válvulas esclusas (3). -  Instalación  por  vereda de cañarías  distribuidoras de DN 160 mm de policloruro de vinilo (PVC) (longitud  aproximada total de 8710 m), con  sus correspondientes accesorios: curvas, ramales, reducciones, adaptadores, tapones, válvulas esclusas (31), y motobombas (20). -   Instalación  por  vereda de cañarías  distribuidoras de DN 110 mm de policloruro de vinilo (PVC) (longitud  aproximada total de 2670 m), con  sus correspondientes accesorios: curvas, ramales, reducciones, adaptadores, tapones, válvulas esclusas (11), e  hidrantes (4). -    Instalación  por  vereda de cañarías  distribuidoras de DN 90 mm de policloruro de vinilo (PVC) (longitud  aproximada total de 21540 m), con  sus correspondientes accesorios: curvas, ramales, reducciones, adaptadores, tapones, válvulas esclusas (112), e  hidrantes (61). Accesorios de relevancia: - 3 Válvulas esclusas DN 200. - 31 Válvulas esclusas DN 150. - 1 1 Válvulas esclusas DN 100. - 112 Válvulas esclusas DN 80. - 65 Hidrantes. - 20 Tomas para motobombas DN 150. Conexiones: - Ejecución de 2209 conexiones domiciliarias cortas. - Ejecución de 1482 conexiones domiciliarias largas. Ejecución de  empalmes: con  retiro de tapón de cañería existente: - Cañería  nueva  de PVC DN 225 mm, con  cañería  existente DN 315 mm. Cantidad 1. Esquina William Morris y Angel Giannatasio. - Cañería  nueva  de PVC DN 160 mm, con  cañería existente DN 315 mm. Cantidad 1. Esquina Gabriel Miro y Manuel Passadore. - Cañería nueva de PVC DN 225 mm, con  cañería existente DN 225 mm. Cantidad 1. Esquina Angel Giannatasio y Maestras Gachet. - Cañería nueva de PVC DN 160 mm, con cañería existente DN 225 mm. Cantidad 3. Esquina  Saladillo y Fray Bottaro, Esquina Cnel. Juan Casacuberta y Fray Bottaro, Esquina Gaston Jarry y Manuel Passadore. - Cañería nueva  de PVC DN 160 mm, con  cañería  existente  DN 160 mm. Cantidad 1. Sobre Blas Parera entre  Cnel. Arenal y Mburucuyá. - Cañería  nueva  de PVC DN 90 mm, con  cañería  existente DN 75 mm. Cantidad 4 Esquina  Francisco Luis Bernarnardez y Manuel Passadore, Esquina  William Morris y Manuel Passadore, Esquina Isabel de Pedro y Manuel Passadore, Esquina Alberto Casares y Manuel Passadore. Con corte  de  cañería  e  instalación  de  ramal sobre  cañería  existente: - Cañería  nueva  de  PVC DN  160 mm, con  cañería  existente  DN 225 mm. Cantidad 3. Esquina Mburucuyá y Cnel. Martín Lacarra, Esquina  Gaston  Jarry y  Manuel Passadore, Esquina  Otilia  de  Pirovano y  Manuel Passadore. - Cañería  nueva  de PVC DN 160 mm, con  cañería existente DN 110 mm. Cantidad 1. Esquina Manuel  Passadore y Sánchez. - Cañería   nueva  de PVC  DN 90 mm, con  cañería  existente DN 160 mm. Cantidad 1. Esquina  Saladillo y  Cnel. Arena. - Cañería  nueva  de PVC DN 90 mm, con  cañería  existente  DN 225 mm. Cantidad 1. Esquina  Manuel  Passadore y 14 de  Julio. Trabajos  Especiales: - Cruce  bajo  conducto  pluvial existente  Sección Modelo 2, en  la  esquina  de  la  calle  Gastón  Jarry y Cnel. Casacuberta con  una  cañería  conductora DN 160. - Interconexión de Redes Existentes con  corte  de Cañerías en  PVC DN 225. Se  vincularán, sobre la  calle Gastón  Jarry entre  Pedro  Ferre y  Pres. Ortiz, dos  redes existentes, una  primaria  DN 225  y una  correspondiente a  la  red  secundaria  DN  160 como  se indica en  el  Detalle 3 del  Plano de  Proyecto RAMO-0088.","AySA","CASTELAR","Morón",12500,"2016-10-28","AYSA - Fuente 1.1.",62871472.65,100
"13.4","RED SECUNDARIA CLOACAL MERLO","Cloaca","Construcción de la red secundaria cloacal para la evacuación de los efluentes provenientes de la zona denominada Merlo las obras a ejecutar consisten en la instalación de 13.911 m de cañería colectora cloacal de DN 200 mm de PVC, clase 6, 1.026 m de DN 225 mm de PVC, clase 10, 33 m de DN 315 mm de PVC, clase 10, Ejecución de 1.324 conexiones domiciliarias, de las cuales 835 corresponden a conexiones cortas DN200 y 489 conexiones largas DN200. Construcción de 150 bocas de registro, construcción de 40 bocas de acceso y ventilación. Ejecución de 1 cruce de ruta.","AySA","MERLO","Morón",5000,"2014-12-11","AYSA - Fuente 1.1.",46637008.22,100
